track_id,g_S,g_A,g_D,g_E,context_label
147,0.3053554293219593,0.9762269029890595,0.4166666666666667,1.0,sparse_day
148,0.1665847110471524,0.9839236781325124,0.5,1.0,dense_day
149,0.1657717837183587,0.9122189517534065,0.5,0.0,dense_day
150,0.33366216774222995,0.9116073937647342,0.6666666666666666,0.0,dense_day
151,0.7028389514058093,0.9838519378685944,0.4166666666666667,1.0,sparse_day
152,0.29935381692879043,0.8559404725719235,0.6666666666666666,1.0,dense_day
153,0.20342160381950392,0.8738174223310755,0.6666666666666666,0.0,dense_day
154,0.22249167281658247,0.7830320271330455,0.5833333333333334,1.0,dense_day
155,0.20440483302616913,0.8803162158207185,0.5833333333333334,0.0,dense_day
156,0.28874923139695746,0.7930828410076508,0.6666666666666666,1.0,dense_day
157,0.213603883957072,0.9621738824454735,0.25,0.0,sparse_day
158,0.22477258856784607,0.8433321948809908,0.4166666666666667,1.0,sparse_day
159,0.25213968243180246,0.9056659885027386,0.3333333333333333,1.0,sparse_day
160,0.20347254028036027,0.9677618109623288,0.5,0.0,dense_day
161,0.24636890506800213,0.9658884241212493,0.3333333333333333,0.0,sparse_day
162,0.17616542098859753,0.8971517753909065,0.5,1.0,dense_day
163,0.43895976095149614,0.9597879515195731,0.3333333333333333,1.0,sparse_day
164,0.2947819401599753,0.8540667675485537,0.3333333333333333,1.0,sparse_day
165,0.3989457435681274,0.9257192066193018,0.16666666666666666,0.6774193548387096,sparse_day
166,0.26075593475075,0.9628446768186935,0.16666666666666666,1.0,sparse_day
167,0.3079492918712552,0.961701962559976,0.5,1.0,dense_day
168,0.6053236425358853,0.9027255416714227,0.25,1.0,sparse_day
169,0.30323372792626585,0.9355347952533677,0.4166666666666667,0.0,sparse_day
170,0.2102376350328492,0.9532146322600761,0.3333333333333333,1.0,sparse_day
171,0.22441254705828365,0.6474800909552447,0.16666666666666666,1.0,sparse_day
172,0.20826461932915277,0.9240577277149552,0.5833333333333334,1.0,dense_day
173,0.7606915654393557,0.9651543243780445,0.75,1.0,dense_day
174,0.2243938304112717,0.974901533211919,0.5833333333333334,1.0,dense_day
